deal_id,client,created_date,closed_date,stage,deal_value,source_campaign
DEAL-00278,Solmar Hotels,2026-04-23,2026-06-21,Won,1492.44,
DEAL-00279,Solmar Hotels,2026-04-24,2026-05-05,Lost,4192.41,ES_Social_Prospecting_2025Q4
DEAL-00280,Solmar Hotels,2026-04-26,2026-05-09,Won,660.27,ES_Sponsored_Corporate_2025Q1
DEAL-00281,Solmar Hotels,2026-04-29,,New,944.25,ES_Search_Summ
DEAL-00282,Solmar Hotels,2026-05-02,2026-06-27,Won,534.01,PT_Social_Prospecting_2026Q2
DEAL-00283,Solmar Hotels,2026-05-02,2026-05-20,Won,2696.0,ES_Social_Prospecting_2025Q3
DEAL-00284,Solmar Hotels,2026-05-04,2026-06-10,Lost,1300.34,ES_Social_Prospecting_2026Q1
DEAL-00285,Solmar Hotels,2026-05-05,2026-06-09,Lost,813.78,
DEAL-00286,Solmar Hotels,2026-05-06,2026-07-02,Won,2133.33,ES_Social_Retargeting_2026Q1
DEAL-00287,Solmar Hotels,2026-05-07,2026-05-23,Won,3020.54,n/a
DEAL-00288,Solmar Hotels,2026-05-07,2026-06-30,Lost,676.03,ES_Search_B
DEAL-00289,Solmar Hotels,2026-05-08,2026-05-20,Lost,1472.62,ES_Social_Prospecting_2025Q4
DEAL-00290,Solmar Hotels,2026-05-08,2026-05-13,Won,2468.53,ES_Search_SummerEscape_2025Q2
DEAL-00291,Solmar Hotels,2026-05-11,,Qualified,1870.42,
DEAL-00292,Solmar Hotels,2026-05-12,2026-07-09,Won,1661.62,ES_Search_Generic_2025Q3
DEAL-00293,Solmar Hotels,2026-05-13,2026-05-31,Lost,1588.39,ES_Social_Retargeting_2025Q4
DEAL-00294,Solmar Hotels,2026-05-13,2026-07-03,Lost,1726.33,ES_Search_Generic_2026Q2
DEAL-00295,Solmar Hotels,2026-05-14,,Qualified,1567.74,ES_Search_Brand_2025Q4
DEAL-00296,Solmar Hotels,2026-05-17,2026-06-20,Won,624.21,
DEAL-00297,Solmar Hotels,2026-05-19,2026-05-28,Won,1946.61,ES_Sponsored_Corporate_2025Q3
DEAL-00298,Solmar Hotels,2026-05-19,,New,957.98,ES_Social_Retargeting_2025Q4
DEAL-00299,Solmar Hotels,2026-05-21,2026-06-16,Won,691.63,ES_Social_Prospecting_2026Q2
DEAL-00300,Solmar Hotels,2026-05-22,2026-06-21,Lost,1356.11,ES_Search_Brand_2025Q1
DEAL-00301,Solmar Hotels,2026-05-22,2026-07-06,Won,1275.25,ES_Social_Prospecting_2026Q2
DEAL-00302,Solmar Hotels,2026-05-24,,New,5866.72,
DEAL-00303,Solmar Hotels,2026-05-24,,New,1250.53,
DEAL-00304,Solmar Hotels,2026-05-25,,New,601.94,ES_Social_Retargeting_2025Q2
DEAL-00305,Solmar Hotels,2026-05-25,2026-06-15,Lost,632.06,ES_Social_Prospecting_2025Q3
DEAL-00306,Solmar Hotels,2026-05-25,2026-07-03,Won,1421.13,PT_Social_Prospecting_2026Q2
DEAL-00307,Solmar Hotels,2026-05-26,,New,741.92,
DEAL-00308,Solmar Hotels,2026-05-29,,New,838.22,ES_Social_Prospecting_2025Q1
DEAL-00309,Solmar Hotels,2026-05-31,2026-07-06,Lost,1554.89,PT_Social_Prospecting_2025Q1
DEAL-00310,Solmar Hotels,2026-05-31,2026-06-12,Lost,2922.89,ES_Search_Brand_2025Q4
DEAL-00311,Solmar Hotels,2026-05-31,2026-06-27,Lost,1796.17,unknown source
DEAL-00312,Solmar Hotels,2026-06-03,2026-07-10,Won,966.29,
DEAL-00313,Solmar Hotels,2026-06-04,2026-07-20,Lost,3422.25,ES_Search_Brand_2026Q2
DEAL-00314,Solmar Hotels,2026-06-05,2026-07-20,Won,3533.26,ES_Social_Retargeting_2026Q2
DEAL-00315,Solmar Hotels,2026-06-05,2026-06-23,Lost,783.31,
DEAL-00316,Solmar Hotels,2026-06-08,2026-06-28,Lost,588.87,
DEAL-00317,Solmar Hotels,2026-06-09,2026-07-09,Won,1918.67,ES_Search_SummerEscape_2026Q2
DEAL-00318,Solmar Hotels,2026-06-10,,New,755.51,
DEAL-00319,Solmar Hotels,2026-06-12,2026-06-28,Lost,1337.79,ES_Search_Generic_2025Q1
DEAL-00320,Solmar Hotels,2026-06-12,2026-07-15,Lost,2139.39,ES_Search_Generic_2026Q1
DEAL-00321,Solmar Hotels,2026-06-12,2026-07-26,Won,927.07,ES_Sponsored_Corporate_2026Q2
DEAL-00322,Solmar Hotels,2026-06-13,2026-06-21,Lost,1526.2,referral - ask client
DEAL-00323,Solmar Hotels,2026-06-13,2026-07-30,Lost,578.84,ES_Social_Retargeting_2025Q3
DEAL-00324,Solmar Hotels,2026-06-14,2026-06-25,Lost,697.95,
DEAL-00325,Solmar Hotels,2026-06-15,,Qualified,1099.91,ES_Social_Prospecting_2025Q1
DEAL-00326,Solmar Hotels,2026-06-19,2026-06-22,Won,2498.28,ES_Search_Brand_2025Q2
DEAL-00327,Solmar Hotels,2026-06-19,2026-06-28,Won,2883.45,ES_Search_Brand_2025Q2
DEAL-00328,Solmar Hotels,2026-06-20,2026-07-10,Lost,414.89,ES_Sponsored_Corporate_2025Q3
DEAL-00329,Solmar Hotels,2026-06-21,,Qualified,3033.13,Organic
DEAL-00330,Solmar Hotels,2026-06-21,2026-07-06,Won,607.51,ES_Search_Generic_2025Q3
DEAL-00331,Solmar Hotels,2026-06-23,2026-07-15,Lost,692.56,
DEAL-00332,Solmar Hotels,2026-06-25,2026-07-17,Won,638.7,ES_Search_Brand_2026Q1
DEAL-00333,Solmar Hotels,2026-06-25,2026-07-07,Won,1096.82,
DEAL-00334,Solmar Hotels,2026-06-25,,Qualified,3857.83,Organic Search
DEAL-00335,Solmar Hotels,2026-06-27,2026-07-15,Won,1787.19,es social retargeting 2026q2??
DEAL-00336,Solmar Hotels,2026-06-27,2026-07-05,Lost,1002.11,Organic Search
DEAL-00337,Solmar Hotels,2026-06-28,2026-07-10,Won,1218.63,facebook
DEAL-00338,Solmar Hotels,2026-06-30,2026-07-21,Won,1176.95,ES_Sponsored_Corporate_2026Q2
DEAL-00339,Solmar Hotels,2026-07-02,,New,1176.69,
DEAL-00340,Solmar Hotels,2026-07-02,2026-07-21,Won,1892.9,
DEAL-00341,Solmar Hotels,2026-07-04,2026-07-21,Lost,2519.19,Organic Search
DEAL-00342,Solmar Hotels,2026-07-04,2026-07-26,Won,591.41,n/a
DEAL-00343,Solmar Hotels,2026-07-09,2026-07-17,Won,992.91,
DEAL-00344,Solmar Hotels,2026-07-09,2026-07-30,Won,405.01,ES_Sponsored_Corporate_2025Q4
DEAL-00345,Solmar Hotels,2026-07-10,2026-07-26,Lost,955.16,es social retargeting 2025q3??
DEAL-00346,Solmar Hotels,2026-07-10,,Qualified,3098.84,pt social prospecting 2025q1??
DEAL-00347,Solmar Hotels,2026-07-10,,New,877.48,ORGANIC SEARCH (COPY)
DEAL-00348,Solmar Hotels,2026-07-11,2026-07-17,Won,1331.29,TBD
DEAL-00349,Solmar Hotels,2026-07-11,2026-07-22,Won,1870.23,
DEAL-00350,Solmar Hotels,2026-07-12,2026-07-16,Won,1618.31,ES_Search_B
DEAL-00351,Solmar Hotels,2026-07-13,2026-07-30,Won,2942.06,ES_Search_Generic_2025Q4
DEAL-00352,Solmar Hotels,2026-07-14,2026-07-21,Won,1490.67,ES_Search_Generic_2026Q3
DEAL-00353,Solmar Hotels,2026-07-14,,Qualified,1676.22,ES_Social_Retargeting_2026Q2
DEAL-00354,Solmar Hotels,2026-07-15,2026-07-28,Won,1189.46,ES_SEARCH_BRAND_2026Q2 (COPY)
DEAL-00355,Solmar Hotels,2026-07-16,,Qualified,2860.48,ES_SEARCH_GENERIC_2025Q1 (COPY)
DEAL-00356,Solmar Hotels,2026-07-17,2026-07-30,Won,544.94,ES_Social_Retargeting_2025Q2
DEAL-00357,Solmar Hotels,2026-07-20,,New,2043.85,ES_Search_Generic_2025Q2
DEAL-00358,Solmar Hotels,2026-07-20,,Qualified,2341.99,ES_Sponsored_Corporate_2026Q1
DEAL-00359,Solmar Hotels,2026-07-22,,New,877.23,
DEAL-00360,Solmar Hotels,2026-07-24,,New,682.91,ES_Search_Brand_2026Q2
DEAL-00361,Solmar Hotels,2026-07-27,,New,555.87,ES_Search_Brand_2026Q2
DEAL-00362,Solmar Hotels,2026-07-28,,New,815.5,ES_Sponsored_Corporate_2025Q4
DEAL-00363,Solmar Hotels,2026-07-28,,Qualified,3441.63,TBD
DEAL-00364,Solmar Hotels,2026-07-29,,New,567.32,
DEAL-00365,Solmar Hotels,2026-07-30,,New,1245.71,ES_Social_Prospecting_2026Q2
DEAL-00366,Solmar Hotels,2026-07-30,,Qualified,694.2,ES_Search_Generic_2025Q3
DEAL-00367,Solmar Hotels,2026-07-31,,Qualified,1937.55,ES_Search_Brand_2026Q1
DEAL-00368,Nordfit Equipment,2025-02-02,2025-03-24,Lost,1303.17,es-social-retargeting-q1
DEAL-00369,Nordfit Equipment,2025-02-09,2025-03-04,Lost,2616.71,es-social-retargeting-q1
DEAL-00370,Nordfit Equipment,2025-02-12,2025-02-21,Won,2815.99,es-shopping-generic-q1
DEAL-00371,Nordfit Equipment,2025-02-13,2025-03-30,Lost,2590.22,
DEAL-00372,Nordfit Equipment,2025-02-13,2025-03-12,Won,2698.3,es-search-brand-q1
DEAL-00373,Nordfit Equipment,2025-02-14,2025-03-12,Won,5368.1,Organic Search
DEAL-00374,Nordfit Equipment,2025-02-16,2025-04-08,Lost,2073.56,Organic Search
DEAL-00375,Nordfit Equipment,2025-02-18,2025-04-01,Won,700.68,GYM_PROMO_OLD
DEAL-00376,Nordfit Equipment,2025-02-18,2025-04-18,Won,3229.47,
DEAL-00377,Nordfit Equipment,2025-02-19,2025-04-01,Won,1220.06,es-shopping-generic-q1
DEAL-00378,Nordfit Equipment,2025-02-19,,New,3068.8,ES-SOCIAL-PROSPECTING-Q1 (COPY)
DEAL-00379,Nordfit Equipment,2025-02-23,2025-04-19,Lost,1276.55,ORGANIC SEARCH (COPY)
DEAL-00380,Nordfit Equipment,2025-02-24,,Qualified,3555.66,n/a
DEAL-00381,Nordfit Equipment,2025-02-24,2025-02-27,Won,3117.21,GYM_PROMO_OLD
DEAL-00382,Nordfit Equipment,2025-02-25,2025-04-25,Won,3712.84,-
DEAL-00383,Nordfit Equipment,2025-02-27,2025-03-15,Won,9126.03,referral - ask client
DEAL-00384,Nordfit Equipment,2025-03-02,2025-03-23,Won,1747.6,gym promo old??
DEAL-00385,Nordfit Equipment,2025-03-04,2025-04-21,Won,981.47,
DEAL-00386,Nordfit Equipment,2025-03-04,2025-03-17,Won,1927.09,es-sponsored-wholesale-q1
DEAL-00387,Nordfit Equipment,2025-03-06,2025-03-10,Won,1829.6,es-shopping-generic-q1
DEAL-00388,Nordfit Equipment,2025-03-10,2025-03-17,Lost,3898.17,GYM_PROMO_OLD
DEAL-00389,Nordfit Equipment,2025-03-11,2025-03-16,Won,1737.59,GYM_PROMO_OLD
DEAL-00390,Nordfit Equipment,2025-03-12,2025-03-29,Lost,1315.36,n/a
DEAL-00391,Nordfit Equipment,2025-03-14,2025-04-18,Lost,6482.27,es-sponsored-wholesale-q1
DEAL-00392,Nordfit Equipment,2025-03-15,2025-05-04,Lost,1539.85,es-search-brand-q1
DEAL-00393,Nordfit Equipment,2025-03-16,2025-04-07,Lost,1792.97,facebook
DEAL-00394,Nordfit Equipment,2025-03-21,2025-04-26,Won,1318.0,es-shopping-generic-q1
DEAL-00395,Nordfit Equipment,2025-03-21,2025-05-15,Won,3979.74,es-social-prospecting-q1
DEAL-00396,Nordfit Equipment,2025-03-22,,New,1335.83,es-shopping-generic-q1
DEAL-00397,Nordfit Equipment,2025-03-24,,Qualified,1684.38,-
DEAL-00398,Nordfit Equipment,2025-03-24,2025-04-26,Lost,2146.58,ES-SPONSORED-WHOLESALE-Q1 (COPY)
DEAL-00399,Nordfit Equipment,2025-04-02,2025-05-15,Lost,2225.42,n/a
DEAL-00400,Nordfit Equipment,2025-04-03,2025-04-09,Won,684.42,Organic Search
DEAL-00401,Nordfit Equipment,2025-04-03,2025-04-06,Lost,944.03,Organic Search
DEAL-00402,Nordfit Equipment,2025-04-04,2025-04-29,Won,1371.34,es-shopping-generic-q2
DEAL-00403,Nordfit Equipment,2025-04-05,2025-05-07,Won,1558.7,es-shopping
DEAL-00404,Nordfit Equipment,2025-04-06,,New,1458.78,es-sponsored-wholesale-q1
DEAL-00405,Nordfit Equipment,2025-04-07,2025-05-17,Won,1572.03,es-search-brand-q1
DEAL-00406,Nordfit Equipment,2025-04-10,2025-05-11,Lost,1095.45,
DEAL-00407,Nordfit Equipment,2025-04-11,2025-05-21,Won,1040.82,
DEAL-00408,Nordfit Equipment,2025-04-12,2025-05-28,Won,2676.99,
DEAL-00409,Nordfit Equipment,2025-04-12,2025-04-16,Lost,2342.85,es-shopping-generic-q1
DEAL-00410,Nordfit Equipment,2025-04-15,2025-05-02,Won,3088.14,ES-SOCIAL-RETARGETING-Q1 (COPY)
DEAL-00411,Nordfit Equipment,2025-04-15,2025-04-27,Won,1206.85,es-shopping-generic-q1
DEAL-00412,Nordfit Equipment,2025-04-16,2025-05-12,Won,1652.25,es social retargeting q1??
DEAL-00413,Nordfit Equipment,2025-04-18,2025-05-12,Lost,1997.07,Organic Search
DEAL-00414,Nordfit Equipment,2025-04-20,2025-05-01,Lost,1998.57,es-sponsored-wholesale-q2
DEAL-00415,Nordfit Equipment,2025-04-29,2025-06-01,Lost,1204.12,gym promo old??
DEAL-00416,Nordfit Equipment,2025-05-01,,New,1069.96,es-social-retargeting-q1
DEAL-00417,Nordfit Equipment,2025-05-01,2025-05-06,Won,1153.76,es-shopping-generic-q1
DEAL-00418,Nordfit Equipment,2025-05-02,2025-06-03,Won,2987.92,es-social-prospecting-q2
DEAL-00419,Nordfit Equipment,2025-05-04,,New,4502.33,es-shopping-generic-q1
DEAL-00420,Nordfit Equipment,2025-05-05,2025-06-05,Lost,8529.35,es-search-brand-q2
DEAL-00421,Nordfit Equipment,2025-05-05,2025-05-25,Won,5560.13,es-social-retargeting-q1
DEAL-00422,Nordfit Equipment,2025-05-08,2025-05-14,Won,1647.78,es-social-prospecting-q1
DEAL-00423,Nordfit Equipment,2025-05-09,2025-05-15,Won,929.76,es social retargeting q2??
DEAL-00424,Nordfit Equipment,2025-05-09,2025-05-28,Won,2096.04,es-sponsored-wholesale-q1
DEAL-00425,Nordfit Equipment,2025-05-09,2025-07-05,Lost,1690.23,es-sponsored-wholesale-q2
DEAL-00426,Nordfit Equipment,2025-05-09,2025-06-28,Won,3453.89,
DEAL-00427,Nordfit Equipment,2025-05-10,,New,2235.0,es-social-prospecting-q1
DEAL-00428,Nordfit Equipment,2025-05-11,2025-06-27,Lost,1292.97,ES-SHOPPING-GENERIC-Q1 (COPY)
DEAL-00429,Nordfit Equipment,2025-05-11,2025-07-03,Won,3069.79,
DEAL-00430,Nordfit Equipment,2025-05-12,,Qualified,2391.38,es-shopping
DEAL-00431,Nordfit Equipment,2025-05-14,2025-06-26,Won,905.49,es-sponsored-wholesale-q1
DEAL-00432,Nordfit Equipment,2025-05-16,2025-06-30,Won,2623.31,GYM_PROMO_OLD
DEAL-00433,Nordfit Equipment,2025-05-17,2025-05-31,Lost,2507.32,es-shopping-generic-q2
DEAL-00434,Nordfit Equipment,2025-05-21,2025-06-17,Won,6349.44,GYM_PROMO_OLD
DEAL-00435,Nordfit Equipment,2025-05-21,2025-07-03,Won,2023.72,es-social-retargeting-q1
DEAL-00436,Nordfit Equipment,2025-05-21,,Qualified,3402.0,es-sponsored-wholesale-q1
DEAL-00437,Nordfit Equipment,2025-05-21,,New,1592.02,
DEAL-00438,Nordfit Equipment,2025-05-22,2025-05-26,Won,2589.11,es-sponsored-wholesale-q1
DEAL-00439,Nordfit Equipment,2025-05-25,2025-06-24,Lost,1617.59,es-search-brand-q2
DEAL-00440,Nordfit Equipment,2025-05-26,,Qualified,1980.17,
DEAL-00441,Nordfit Equipment,2025-05-27,2025-07-02,Won,526.19,
DEAL-00442,Nordfit Equipment,2025-05-27,2025-07-24,Won,4014.01,es-sponsored-wholesale-q2
DEAL-00443,Nordfit Equipment,2025-05-27,,New,2421.25,es-shopping-generic-q1
DEAL-00444,Nordfit Equipment,2025-05-27,2025-07-23,Won,866.62,es-sponsored-wholesale-q1
DEAL-00445,Nordfit Equipment,2025-05-29,,New,3267.13,es-search-brand-q2
DEAL-00446,Nordfit Equipment,2025-06-04,,Qualified,1832.56,instagram dm
DEAL-00447,Nordfit Equipment,2025-06-04,2025-07-13,Won,1774.45,es-search-brand-q1
DEAL-00448,Nordfit Equipment,2025-06-06,,New,2825.54,
DEAL-00449,Nordfit Equipment,2025-06-10,2025-07-30,Lost,2192.07,es-sponsored-wholesale-q2
DEAL-00450,Nordfit Equipment,2025-06-10,2025-07-17,Lost,1249.47,es search brand q1??
DEAL-00451,Nordfit Equipment,2025-06-12,2025-07-08,Lost,2050.74,es-social-prospecting-q1
DEAL-00452,Nordfit Equipment,2025-06-12,2025-07-27,Lost,2666.56,ES-SPONSORED-WHOLESALE-Q1 (COPY)
DEAL-00453,Nordfit Equipment,2025-06-13,,New,3917.09,old campaign?
DEAL-00454,Nordfit Equipment,2025-06-16,2025-08-11,Lost,580.44,es-shopping-generic-q1
DEAL-00455,Nordfit Equipment,2025-06-16,2025-07-24,Won,465.53,TBD
DEAL-00456,Nordfit Equipment,2025-06-16,2025-07-04,Lost,1018.43,Organic Search
DEAL-00457,Nordfit Equipment,2025-06-16,2025-06-24,Won,1782.81,es-shopping-generic-q1
DEAL-00458,Nordfit Equipment,2025-06-17,2025-06-27,Lost,2565.11,es-shopping-generic-q2
DEAL-00459,Nordfit Equipment,2025-06-19,,New,4260.31,es-social-retargeting-q2
DEAL-00460,Nordfit Equipment,2025-06-19,,Qualified,2467.11,GYM_PROMO_OLD
DEAL-00461,Nordfit Equipment,2025-06-23,2025-08-05,Won,2814.6,Organic Search
DEAL-00462,Nordfit Equipment,2025-06-26,2025-07-18,Won,542.34,ES-SOCIAL-RETARGETING-Q2 (COPY)
DEAL-00463,Nordfit Equipment,2025-06-27,2025-07-09,Lost,3857.22,instagram dm
DEAL-00464,Nordfit Equipment,2025-06-28,2025-08-15,Lost,1824.1,old campaign?
DEAL-00465,Nordfit Equipment,2025-07-02,,New,4462.1,es-search-brand-q3
DEAL-00466,Nordfit Equipment,2025-07-02,2025-08-23,Won,1191.41,es social prospecting q2??
DEAL-00467,Nordfit Equipment,2025-07-03,2025-08-26,Won,1503.42,es-shopping-generic-q3
DEAL-00468,Nordfit Equipment,2025-07-04,2025-08-02,Won,2383.3,es-shopping-generic-q2
DEAL-00469,Nordfit Equipment,2025-07-05,,Qualified,3780.58,n/a
DEAL-00470,Nordfit Equipment,2025-07-05,2025-08-12,Won,5178.22,Organic Search
DEAL-00471,Nordfit Equipment,2025-07-06,,Qualified,2209.24,
DEAL-00472,Nordfit Equipment,2025-07-06,2025-07-27,Lost,1753.38,
DEAL-00473,Nordfit Equipment,2025-07-06,,New,3865.12,Organic Search
DEAL-00474,Nordfit Equipment,2025-07-10,2025-07-18,Won,2283.33,es-search-brand-q1
DEAL-00475,Nordfit Equipment,2025-07-13,2025-08-02,Lost,1570.3,ES-SEARCH-BRAND-Q2 (COPY)
DEAL-00476,Nordfit Equipment,2025-07-13,2025-07-30,Lost,2005.56,es social prospecting q2??
DEAL-00477,Nordfit Equipment,2025-07-14,2025-09-01,Won,973.06,es-social-retargeting-q2
DEAL-00478,Nordfit Equipment,2025-07-16,2025-08-03,Lost,1282.11,es-search-brand-q2
DEAL-00479,Nordfit Equipment,2025-07-21,2025-08-31,Won,6313.77,es-social-prospecting-q1
DEAL-00480,Nordfit Equipment,2025-07-22,,New,1019.7,
DEAL-00481,Nordfit Equipment,2025-07-27,,New,2822.8,es-shopping-generic-q1
DEAL-00482,Nordfit Equipment,2025-07-28,,Qualified,2537.7,es-shopping-generic-q1
DEAL-00483,Nordfit Equipment,2025-07-29,2025-08-11,Lost,1254.61,instagram dm
DEAL-00484,Nordfit Equipment,2025-07-30,2025-08-07,Won,13836.26,es-search-brand-q3
DEAL-00485,Nordfit Equipment,2025-07-31,2025-09-05,Won,1465.79,
DEAL-00486,Nordfit Equipment,2025-08-01,2025-08-13,Won,2383.63,es-shopping-generic-q2
DEAL-00487,Nordfit Equipment,2025-08-04,2025-08-20,Lost,4086.14,
DEAL-00488,Nordfit Equipment,2025-08-06,2025-08-23,Lost,5002.15,es-search-brand-q3
DEAL-00489,Nordfit Equipment,2025-08-08,2025-09-05,Lost,732.12,es-shopping-generic-q3
DEAL-00490,Nordfit Equipment,2025-08-08,2025-08-23,Won,3423.84,
DEAL-00491,Nordfit Equipment,2025-08-10,2025-09-16,Won,1452.1,es-social-pr
DEAL-00492,Nordfit Equipment,2025-08-10,2025-08-19,Lost,2620.96,GYM_PROMO_OLD (COPY)
DEAL-00493,Nordfit Equipment,2025-08-13,,New,7950.63,es-search-brand-q1
DEAL-00494,Nordfit Equipment,2025-08-14,2025-10-11,Lost,2834.68,es-search-brand-q1
DEAL-00495,Nordfit Equipment,2025-08-14,2025-09-19,Lost,1519.3,es-sponsored-wholesale-q1
DEAL-00496,Nordfit Equipment,2025-08-17,2025-08-23,Lost,3240.14,es-social-retargeting-q2
DEAL-00497,Nordfit Equipment,2025-08-18,2025-10-05,Lost,2867.49,es-search-brand-q1
DEAL-00498,Nordfit Equipment,2025-08-22,,New,5170.1,
DEAL-00499,Nordfit Equipment,2025-08-25,2025-09-27,Lost,2048.04,
DEAL-00500,Nordfit Equipment,2025-08-26,2025-09-14,Won,1543.08,es-sponsored-wholesale-q2
DEAL-00501,Nordfit Equipment,2025-08-26,2025-10-21,Won,1176.6,Organic Search
DEAL-00502,Nordfit Equipment,2025-08-27,,New,1224.55,unknown source
DEAL-00503,Nordfit Equipment,2025-08-31,2025-10-25,Won,2547.9,
DEAL-00504,Nordfit Equipment,2025-09-02,2025-10-29,Won,1103.21,
DEAL-00505,Nordfit Equipment,2025-09-02,2025-09-15,Lost,2481.5,es-search-brand-q1
DEAL-00506,Nordfit Equipment,2025-09-03,2025-10-19,Won,869.63,es-social-retargeting-q2
DEAL-00507,Nordfit Equipment,2025-09-10,2025-09-14,Won,1130.81,old campaign?
DEAL-00508,Nordfit Equipment,2025-09-10,2025-09-14,Won,3972.54,instagram dm
DEAL-00509,Nordfit Equipment,2025-09-12,2025-10-05,Won,5174.96,es-sponsored-wholesale-q1
DEAL-00510,Nordfit Equipment,2025-09-16,,Qualified,3299.88,
DEAL-00511,Nordfit Equipment,2025-09-20,2025-11-18,Lost,1130.85,ES-SOCIAL-RETARGETING-Q3 (COPY)
DEAL-00512,Nordfit Equipment,2025-09-20,2025-11-06,Won,3780.69,es-search-brand-q1
DEAL-00513,Nordfit Equipment,2025-09-20,2025-10-25,Won,1891.43,
DEAL-00514,Nordfit Equipment,2025-09-21,2025-11-18,Won,1922.59,es-search-brand-q2
DEAL-00515,Nordfit Equipment,2025-09-21,2025-11-18,Won,3680.99,
DEAL-00516,Nordfit Equipment,2025-09-22,,New,4314.92,es-social-prospecting-q1
DEAL-00517,Nordfit Equipment,2025-09-22,,New,1807.82,google ad
DEAL-00518,Nordfit Equipment,2025-09-22,2025-11-16,Lost,6504.2,gym promo old??
DEAL-00519,Nordfit Equipment,2025-09-24,2025-09-28,Won,2825.13,es-social-retargeting-q2
DEAL-00520,Nordfit Equipment,2025-09-26,2025-10-13,Lost,4926.41,
DEAL-00521,Nordfit Equipment,2025-09-26,2025-10-30,Won,4447.57,es-search-brand-q1
DEAL-00522,Nordfit Equipment,2025-09-26,2025-10-03,Won,1174.84,
DEAL-00523,Nordfit Equipment,2025-09-29,2025-10-28,Lost,2688.33,es-social-prospecting-q1
DEAL-00524,Nordfit Equipment,2025-09-29,,Qualified,1136.62,
DEAL-00525,Nordfit Equipment,2025-10-01,2025-10-14,Won,3431.92,es-sponsored-wholesale-q4
DEAL-00526,Nordfit Equipment,2025-10-01,2025-10-24,Lost,3482.38,es-social-retargeting-q3
DEAL-00527,Nordfit Equipment,2025-10-04,2025-11-23,Won,1630.99,es-shopping-generic-q2
DEAL-00528,Nordfit Equipment,2025-10-05,,New,1494.48,es-social-retargeting-q3
DEAL-00529,Nordfit Equipment,2025-10-05,,Qualified,3130.6,es-search-brand-q1
DEAL-00530,Nordfit Equipment,2025-10-05,2025-10-09,Won,1128.69,es-social-retargeting-q2
DEAL-00531,Nordfit Equipment,2025-10-14,,Qualified,5516.33,es-shopping-generic-q2
DEAL-00532,Nordfit Equipment,2025-10-15,2025-11-02,Won,747.41,
DEAL-00533,Nordfit Equipment,2025-10-18,2025-11-05,Won,2249.2,es-sponsored-wholesale-q1
DEAL-00534,Nordfit Equipment,2025-10-18,2025-11-18,Won,3554.71,
DEAL-00535,Nordfit Equipment,2025-10-19,2025-11-27,Won,2840.02,
DEAL-00536,Nordfit Equipment,2025-10-21,,New,7464.62,
DEAL-00537,Nordfit Equipment,2025-10-23,2025-12-15,Lost,3997.4,es-social-retargeting-q2
DEAL-00538,Nordfit Equipment,2025-10-25,2025-11-11,Won,1092.5,google ad
DEAL-00539,Nordfit Equipment,2025-10-25,,New,1911.34,facebook
DEAL-00540,Nordfit Equipment,2025-10-26,2025-12-13,Won,4530.82,es-sponsored-wholesale-q2
DEAL-00541,Nordfit Equipment,2025-10-27,,Qualified,8487.23,es-social-prospecting-q2
DEAL-00542,Nordfit Equipment,2025-10-29,2025-12-21,Won,1370.02,
DEAL-00543,Nordfit Equipment,2025-10-31,2025-11-05,Won,2300.84,es-social-retargeting-q1
DEAL-00544,Nordfit Equipment,2025-11-01,2025-11-13,Won,1472.51,
DEAL-00545,Nordfit Equipment,2025-11-01,2025-11-18,Lost,2460.15,es-social-retargeting-q2
DEAL-00546,Nordfit Equipment,2025-11-01,,Qualified,6920.82,es-sponsored-wholesale-q2
DEAL-00547,Nordfit Equipment,2025-11-02,,Qualified,1033.12,es-shopping-generic-q1
DEAL-00548,Nordfit Equipment,2025-11-09,2025-11-22,Won,2483.17,es-search-brand-q3
DEAL-00549,Nordfit Equipment,2025-11-09,2025-12-11,Lost,2140.72,es-social-prospecting-q4
DEAL-00550,Nordfit Equipment,2025-11-09,2025-12-02,Won,2350.61,es-shopping-generic-q3
DEAL-00551,Nordfit Equipment,2025-11-10,2025-12-09,Won,1876.16,es-shopping-generic-q4
DEAL-00552,Nordfit Equipment,2025-11-10,2025-12-11,Lost,3910.26,es-shopping-generic-q3
DEAL-00553,Nordfit Equipment,2025-11-11,2025-11-17,Won,6049.78,walk-in
DEAL-00554,Nordfit Equipment,2025-11-11,2025-12-06,Lost,2910.23,es social prospecting q2??
DEAL-00555,Nordfit Equipment,2025-11-12,,New,1266.82,es-social-prospecting-q1
DEAL-00556,Nordfit Equipment,2025-11-12,2025-12-05,Won,2319.03,
DEAL-00557,Nordfit Equipment,2025-11-14,2025-12-20,Won,9359.76,
DEAL-00558,Nordfit Equipment,2025-11-15,2025-11-24,Won,1101.88,es-social-retargeting-q2
DEAL-00559,Nordfit Equipment,2025-11-16,2026-01-09,Won,1881.75,es-search-brand-q3
DEAL-00560,Nordfit Equipment,2025-11-17,2025-11-22,Won,1966.14,
DEAL-00561,Nordfit Equipment,2025-11-20,2026-01-08,Won,1864.58,es-search-brand-q4
DEAL-00562,Nordfit Equipment,2025-11-20,,New,1172.8,ES-SEARCH-BRAND-Q4 (COPY)
DEAL-00563,Nordfit Equipment,2025-11-20,,New,4291.71,
DEAL-00564,Nordfit Equipment,2025-11-21,2025-11-25,Lost,4803.12,
DEAL-00565,Nordfit Equipment,2025-11-22,2026-01-08,Won,2228.18,-
